problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T122048564577, 101, 5.000000, mFSTSP Heuristic, 2, -1, True, True, 1, 1 

Objective Function Value: 1473.452895 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck travels with UAV(s) on board, 0.000000, 0, 44.468869, 5, Travel from node 0 to node 5, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 44.468869, 5, 74.468869, 5, Dropping off package to Customer 5, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 74.468869, 5, 196.991157, 7, Travel from node 5 to node 7, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 196.991157, 7, 226.991157, 7, Dropping off package to Customer 7, Making Delivery 
1, Truck, Truck is stationary with UAV(s) on board, 226.991157, 7, 286.991157, 7, Launching UAV 3, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 286.991157, 7, 346.991157, 7, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 346.991157, 7, 624.412519, 6, Travel from node 7 to node 6, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 624.412519, 6, 654.412519, 6, Dropping off package to Customer 6, Making Delivery 
1, Truck, Truck is stationary with no UAVs on board, 654.412519, 6, 684.412519, 6, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 684.412519, 6, 714.412519, 6, Retrieving UAV 3, UAV Recovery 
1, Truck, Truck travels with UAV(s) on board, 714.412519, 6, 838.007486, 8, Travel from node 6 to node 8, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 838.007486, 8, 868.007486, 8, Dropping off package to Customer 8, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 868.007486, 8, 980.549659, 3, Travel from node 8 to node 3, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 980.549659, 3, 1010.549659, 3, Dropping off package to Customer 3, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 1010.549659, 3, 1029.091055, 4, Travel from node 3 to node 4, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 1029.091055, 4, 1089.091055, 4, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 1089.091055, 4, 1119.091055, 4, Dropping off package to Customer 4, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 1119.091055, 4, 1384.061976, 1, Travel from node 4 to node 1, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 1384.061976, 1, 1414.061976, 1, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with UAV(s) on board, 1414.061976, 1, 1444.061976, 1, Dropping off package to Customer 1, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 1444.061976, 1, 1473.452895, 11, Travel from node 1 to node 11, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 1473.452895, 11, -1.000000, 11, At the Depot.  Total Time = 0:24:33, Vehicle Tasks Complete 
2, UAV, UAV is stationary with a parcel, 286.991157, 7, 346.991157, 7, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 346.991157, 7, 350.686780, 7, Takeoff from truck at Customer 7, Traveling 
2, UAV, UAV travels with parcel, 350.686780, 7, 457.460651, 9, Fly to UAV customer 9, Traveling 
2, UAV, UAV taking off or landing with a parcel, 457.460651, 9, 463.851897, 9, Land at UAV customer 9, Traveling 
2, UAV, UAV is stationary with a parcel, 463.851897, 9, 523.851897, 9, Serving UAV customer 9, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 523.851897, 9, 527.547521, 9, Takeoff from UAV customer 9, Traveling 
2, UAV, UAV travels empty, 527.547521, 9, 618.696269, 6, Fly to truck at customer 6, Traveling 
2, UAV, UAV is stationary without a parcel, 618.696269, 6, 648.021272, 6, Idle above rendezvous location (customer 6), Idle 
2, UAV, UAV taking off or landing with no parcels, 648.021272, 6, 654.412519, 6, Land at truck rendezvous location (customer 6), Traveling 
2, UAV, UAV is stationary without a parcel, 654.412519, 6, 684.412519, 6, Recovered by truck at customer 6, UAV Recovery 
2, UAV, UAV is stationary with a parcel, 1029.091055, 4, 1089.091055, 4, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 1089.091055, 4, 1092.786678, 4, Takeoff from truck at Customer 4, Traveling 
2, UAV, UAV travels with parcel, 1092.786678, 4, 1143.824946, 10, Fly to UAV customer 10, Traveling 
2, UAV, UAV taking off or landing with a parcel, 1143.824946, 10, 1150.216192, 10, Land at UAV customer 10, Traveling 
2, UAV, UAV is stationary with a parcel, 1150.216192, 10, 1210.216192, 10, Serving UAV customer 10, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 1210.216192, 10, 1213.911816, 10, Takeoff from UAV customer 10, Traveling 
2, UAV, UAV travels empty, 1213.911816, 10, 1348.238403, 1, Fly to truck at customer 1, Traveling 
2, UAV, UAV is stationary without a parcel, 1348.238403, 1, 1377.670729, 1, Idle above rendezvous location (customer 1), Idle 
2, UAV, UAV taking off or landing with no parcels, 1377.670729, 1, 1384.061976, 1, Land at truck rendezvous location (customer 1), Traveling 
2, UAV, UAV is stationary without a parcel, 1384.061976, 1, 1414.061976, 1, Recovered by truck at customer 1, UAV Recovery 
3, UAV, UAV is stationary with a parcel, 226.991157, 7, 286.991157, 7, Prepare to launch from truck, UAV Launch 
3, UAV, UAV taking off or landing with a parcel, 286.991157, 7, 290.686780, 7, Takeoff from truck at Customer 7, Traveling 
3, UAV, UAV travels with parcel, 290.686780, 7, 371.674636, 2, Fly to UAV customer 2, Traveling 
3, UAV, UAV taking off or landing with a parcel, 371.674636, 2, 378.065882, 2, Land at UAV customer 2, Traveling 
3, UAV, UAV is stationary with a parcel, 378.065882, 2, 438.065882, 2, Serving UAV customer 2, Making Delivery 
3, UAV, UAV taking off or landing with no parcels, 438.065882, 2, 441.761506, 2, Takeoff from UAV customer 2, Traveling 
3, UAV, UAV travels empty, 441.761506, 2, 544.053868, 6, Fly to truck at customer 6, Traveling 
3, UAV, UAV is stationary without a parcel, 544.053868, 6, 678.021272, 6, Idle above rendezvous location (customer 6), Idle 
3, UAV, UAV taking off or landing with no parcels, 678.021272, 6, 684.412519, 6, Land at truck rendezvous location (customer 6), Traveling 
3, UAV, UAV is stationary without a parcel, 684.412519, 6, 714.412519, 6, Recovered by truck at customer 6, UAV Recovery 
problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T122048564577, 101, 5.000000, mFSTSP Heuristic, 2, -1, True, True, 1, 1 

Objective Function Value: 1473.452895 

Assignments: 
vehicleID,vehicleType,activityType,startTime,startNode,endTime,endNode,Description,Status
1,Truck,Truck travels with UAV(s) on board,0.0,0,44.468869,5,Travel from node 0 to node 5,Traveling
1,Truck,Truck is stationary with UAV(s) on board,44.468869,5,74.468869,5,Dropping off package to Customer 5,Making Delivery
1,Truck,Truck travels with UAV(s) on board,74.468869,5,196.991157,7,Travel from node 5 to node 7,Traveling
1,Truck,Truck is stationary with UAV(s) on board,196.99115699999996,7,226.99115699999996,7,Dropping off package to Customer 7,Making Delivery
1,Truck,Truck is stationary with UAV(s) on board,226.99115699999993,7,286.99115699999993,7,Launching UAV 2,UAV Launch
1,Truck,Truck is stationary with UAV(s) on board,286.9911569999804,7,346.9911569999804,7,Launching UAV 3,UAV Launch
