problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T121949065533, 101, 5.000000, mFSTSP Heuristic, 4, -1, True, True, 1, 1 

Objective Function Value: 827.760374 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck is stationary with UAV(s) on board, -0.000000, 0, 60.000000, 0, Launching UAV 3, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 60.000000, 0, 120.000000, 0, Launching UAV 4, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 120.000000, 0, 180.000000, 0, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with UAV(s) on board, 180.000000, 0, 259.025023, 2, Travel from node 0 to node 2, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 259.025023, 2, 289.025023, 2, Dropping off package to Customer 2, Making Delivery 
1, Truck, Truck is stationary with UAV(s) on board, 289.025023, 2, 349.025023, 2, Launching UAV 5, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 349.025023, 2, 379.025023, 2, Retrieving UAV 4, UAV Recovery 
1, Truck, Truck is stationary with UAV(s) on board, 379.025023, 2, 439.025023, 2, Launching UAV 4, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 439.025023, 2, 469.025023, 2, Retrieving UAV 3, UAV Recovery 
1, Truck, Truck is stationary with UAV(s) on board, 469.025023, 2, 499.025023, 2, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with UAV(s) on board, 499.025023, 2, 559.025023, 2, Launching UAV 3, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 559.025023, 2, 619.025023, 2, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 619.025023, 2, 707.760374, 9, Travel from node 2 to node 9, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 707.760374, 9, 737.760374, 9, Retrieving UAV 5, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 737.760374, 9, 767.760374, 9, Retrieving UAV 4, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 767.760374, 9, 797.760374, 9, Retrieving UAV 3, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 797.760374, 9, 827.760374, 9, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 827.760374, 9, -1.000000, 9, At the Depot.  Total Time = 0:13:47, Vehicle Tasks Complete 
2, UAV, UAV is stationary with a parcel, 120.000000, 0, 180.000000, 0, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 180.000000, 0, 183.695623, 0, Takeoff from Depot, Traveling 
2, UAV, UAV travels with parcel, 183.695623, 0, 256.197890, 6, Fly to UAV customer 6, Traveling 
2, UAV, UAV taking off or landing with a parcel, 256.197890, 6, 262.589136, 6, Land at UAV customer 6, Traveling 
2, UAV, UAV is stationary with a parcel, 262.589136, 6, 322.589136, 6, Serving UAV customer 6, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 322.589136, 6, 326.284760, 6, Takeoff from UAV customer 6, Traveling 
2, UAV, UAV travels empty, 326.284760, 6, 392.650253, 2, Fly to truck at customer 2, Traveling 
2, UAV, UAV is stationary without a parcel, 392.650253, 2, 462.633776, 2, Idle above rendezvous location (customer 2), Idle 
2, UAV, UAV taking off or landing with no parcels, 462.633776, 2, 469.025023, 2, Land at truck rendezvous location (customer 2), Traveling 
2, UAV, UAV is stationary without a parcel, 469.025023, 2, 499.025023, 2, Recovered by truck at customer 2, UAV Recovery 
2, UAV, UAV is stationary with a parcel, 559.025023, 2, 619.025023, 2, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 619.025023, 2, 622.720646, 2, Takeoff from truck at Customer 2, Traveling 
2, UAV, UAV travels with parcel, 622.720646, 2, 660.116344, 1, Fly to UAV customer 1, Traveling 
2, UAV, UAV taking off or landing with a parcel, 660.116344, 1, 666.507590, 1, Land at UAV customer 1, Traveling 
2, UAV, UAV is stationary with a parcel, 666.507590, 1, 726.507590, 1, Serving UAV customer 1, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 726.507590, 1, 730.203214, 1, Takeoff from UAV customer 1, Traveling 
2, UAV, UAV travels empty, 730.203214, 1, 741.498244, 9, Fly to depot, Traveling 
2, UAV, UAV is stationary without a parcel, 741.498244, 9, 791.369127, 9, Idle above depot location, Idle 
2, UAV, UAV taking off or landing with no parcels, 791.369127, 9, 797.760374, 9, Land at depot, Traveling 
2, UAV, UAV is stationary without a parcel, 797.760374, 9, 827.760374, 9, Recovered at depot, UAV Recovery 
3, UAV, UAV is stationary with a parcel, -0.000000, 0, 60.000000, 0, Prepare to launch from truck, UAV Launch 
3, UAV, UAV taking off or landing with a parcel, 60.000000, 0, 63.695623, 0, Takeoff from Depot, Traveling 
3, UAV, UAV travels with parcel, 63.695623, 0, 105.672772, 7, Fly to UAV customer 7, Traveling 
3, UAV, UAV taking off or landing with a parcel, 105.672772, 7, 112.064019, 7, Land at UAV customer 7, Traveling 
3, UAV, UAV is stationary with a parcel, 112.064019, 7, 172.064019, 7, Serving UAV customer 7, Making Delivery 
3, UAV, UAV taking off or landing with no parcels, 172.064019, 7, 175.759642, 7, Takeoff from UAV customer 7, Traveling 
3, UAV, UAV travels empty, 175.759642, 7, 228.048988, 2, Fly to truck at customer 2, Traveling 
3, UAV, UAV is stationary without a parcel, 228.048988, 2, 432.633776, 2, Idle above rendezvous location (customer 2), Idle 
3, UAV, UAV taking off or landing with no parcels, 432.633776, 2, 439.025023, 2, Land at truck rendezvous location (customer 2), Traveling 
3, UAV, UAV is stationary without a parcel, 439.025023, 2, 469.025023, 2, Recovered by truck at customer 2, UAV Recovery 
3, UAV, UAV is stationary with a parcel, 499.025023, 2, 559.025023, 2, Prepare to launch from truck, UAV Launch 
3, UAV, UAV taking off or landing with a parcel, 559.025023, 2, 562.720646, 2, Takeoff from truck at Customer 2, Traveling 
3, UAV, UAV travels with parcel, 562.720646, 2, 627.178658, 3, Fly to UAV customer 3, Traveling 
3, UAV, UAV taking off or landing with a parcel, 627.178658, 3, 633.569905, 3, Land at UAV customer 3, Traveling 
3, UAV, UAV is stationary with a parcel, 633.569905, 3, 693.569905, 3, Serving UAV customer 3, Making Delivery 
3, UAV, UAV taking off or landing with no parcels, 693.569905, 3, 697.265528, 3, Takeoff from UAV customer 3, Traveling 
3, UAV, UAV travels empty, 697.265528, 3, 736.488140, 9, Fly to depot, Traveling 
