problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T122043762852, 101, 5.000000, mFSTSP Heuristic, 1, -1, True, True, 1, 1 

Objective Function Value: 1174.878166 

Assignments: 
vehicleID, vehicleType, activityType, startTime, startNode, endTime, endNode, Description, Status 
1, Truck, Truck is stationary with no UAVs on board, -0.000000, 0, 60.000000, 0, Launching UAV 2, UAV Launch 
1, Truck, Truck travels with no UAVs on board, 60.000000, 0, 194.750378, 5, Travel from node 0 to node 5, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 194.750378, 5, 224.750378, 5, Dropping off package to Customer 5, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 224.750378, 5, 285.879581, 4, Travel from node 5 to node 4, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 285.879581, 4, 315.879581, 4, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 315.879581, 4, 345.879581, 4, Dropping off package to Customer 4, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 345.879581, 4, 406.037413, 3, Travel from node 4 to node 3, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 406.037413, 3, 466.037413, 3, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 466.037413, 3, 496.037413, 3, Dropping off package to Customer 3, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 496.037413, 3, 625.942778, 2, Travel from node 3 to node 2, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 625.942778, 2, 655.942778, 2, Dropping off package to Customer 2, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 655.942778, 2, 745.335577, 10, Travel from node 2 to node 10, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 745.335577, 10, 775.335577, 10, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 775.335577, 10, 805.335577, 10, Dropping off package to Customer 10, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 805.335577, 10, 830.857351, 1, Travel from node 10 to node 1, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 830.857351, 1, 860.857351, 1, Dropping off package to Customer 1, Making Delivery 
1, Truck, Truck travels with UAV(s) on board, 860.857351, 1, 897.812642, 6, Travel from node 1 to node 6, Traveling 
1, Truck, Truck is stationary with UAV(s) on board, 897.812642, 6, 957.812642, 6, Launching UAV 2, UAV Launch 
1, Truck, Truck is stationary with UAV(s) on board, 957.812642, 6, 987.812642, 6, Dropping off package to Customer 6, Making Delivery 
1, Truck, Truck travels with no UAVs on board, 987.812642, 6, 1144.878166, 11, Travel from node 6 to node 11, Traveling 
1, Truck, Truck is stationary with no UAVs on board, 1144.878166, 11, 1174.878166, 11, Retrieving UAV 2, UAV Recovery 
1, Truck, Truck is stationary with no UAVs on board, 1174.878166, 11, -1.000000, 11, At the Depot.  Total Time = 0:19:34, Vehicle Tasks Complete 
2, UAV, UAV is stationary with a parcel, -0.000000, 0, 60.000000, 0, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 60.000000, 0, 63.695623, 0, Takeoff from Depot, Traveling 
2, UAV, UAV travels with parcel, 63.695623, 0, 126.404584, 9, Fly to UAV customer 9, Traveling 
2, UAV, UAV taking off or landing with a parcel, 126.404584, 9, 132.795831, 9, Land at UAV customer 9, Traveling 
2, UAV, UAV is stationary with a parcel, 132.795831, 9, 192.795831, 9, Serving UAV customer 9, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 192.795831, 9, 196.491454, 9, Takeoff from UAV customer 9, Traveling 
2, UAV, UAV travels empty, 196.491454, 9, 235.152744, 4, Fly to truck at customer 4, Traveling 
2, UAV, UAV is stationary without a parcel, 235.152744, 4, 279.488334, 4, Idle above rendezvous location (customer 4), Idle 
2, UAV, UAV taking off or landing with no parcels, 279.488334, 4, 285.879581, 4, Land at truck rendezvous location (customer 4), Traveling 
2, UAV, UAV is stationary without a parcel, 285.879581, 4, 315.879581, 4, Recovered by truck at customer 4, UAV Recovery 
2, UAV, UAV is stationary with a parcel, 406.037413, 3, 466.037413, 3, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 466.037413, 3, 469.733036, 3, Takeoff from truck at Customer 3, Traveling 
2, UAV, UAV travels with parcel, 469.733036, 3, 545.955413, 7, Fly to UAV customer 7, Traveling 
2, UAV, UAV taking off or landing with a parcel, 545.955413, 7, 552.346660, 7, Land at UAV customer 7, Traveling 
2, UAV, UAV is stationary with a parcel, 552.346660, 7, 612.346660, 7, Serving UAV customer 7, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 612.346660, 7, 616.042283, 7, Takeoff from UAV customer 7, Traveling 
2, UAV, UAV travels empty, 616.042283, 7, 737.506686, 10, Fly to truck at customer 10, Traveling 
2, UAV, UAV is stationary without a parcel, 737.506686, 10, 738.944330, 10, Idle above rendezvous location (customer 10), Idle 
2, UAV, UAV taking off or landing with no parcels, 738.944330, 10, 745.335577, 10, Land at truck rendezvous location (customer 10), Traveling 
2, UAV, UAV is stationary without a parcel, 745.335577, 10, 775.335577, 10, Recovered by truck at customer 10, UAV Recovery 
2, UAV, UAV is stationary with a parcel, 897.812642, 6, 957.812642, 6, Prepare to launch from truck, UAV Launch 
2, UAV, UAV taking off or landing with a parcel, 957.812642, 6, 961.508265, 6, Takeoff from truck at Customer 6, Traveling 
2, UAV, UAV travels with parcel, 961.508265, 6, 992.156358, 8, Fly to UAV customer 8, Traveling 
2, UAV, UAV taking off or landing with a parcel, 992.156358, 8, 998.547605, 8, Land at UAV customer 8, Traveling 
2, UAV, UAV is stationary with a parcel, 998.547605, 8, 1058.547605, 8, Serving UAV customer 8, Making Delivery 
2, UAV, UAV taking off or landing with no parcels, 1058.547605, 8, 1062.243228, 8, Takeoff from UAV customer 8, Traveling 
2, UAV, UAV travels empty, 1062.243228, 8, 1115.294597, 11, Fly to depot, Traveling 
2, UAV, UAV is stationary without a parcel, 1115.294597, 11, 1138.486919, 11, Idle above depot location, Idle 
2, UAV, UAV taking off or landing with no parcels, 1138.486919, 11, 1144.878166, 11, Land at depot, Traveling 
2, UAV, UAV is stationary without a parcel, 1144.878166, 11, 1174.878166, 11, Recovered at depot, UAV Recovery 
problemName, vehicleFileID, cutoffTime, problemTypeString, numUAVs, numTrucks, requireTruckAtDepot, requireDriver, Etype, ITER 
20170608T122043762852, 101, 5.000000, mFSTSP Heuristic, 1, -1, True, True, 1, 1 

Objective Function Value: 1255.247982 

Assignments: 
vehicleID,vehicleType,activityType,startTime,startNode,endTime,endNode,Description,Status
1,Truck,Truck is stationary with no UAVs on board,0.0,0,60.0,0,Launching UAV 2,UAV Launch
1,Truck,Truck travels with no UAVs on board,60.0,0,194.750378,5,Travel from node 0 to node 5,Traveling
1,Truck,Truck is stationary with no UAVs on board,194.750378,5,224.750378,5,Dropping off package to Customer 5,Making Delivery
1,Truck,Truck is stationary with no UAVs on board,224.750378,5,229.92525081135733,5,Idle for   5 seconds,Idle
1,Truck,Truck is stationary with no UAVs on board,229.92525081135733,5,259.92525081135733,5,Retrieving UAV 2,UAV Recovery
1,Truck,Truck travels with UAV(s) on board,259.92525081135733,5,321.05445381135735,4,Travel from node 5 to node 4,Traveling
1,Truck,Truck is stationary with UAV(s) on board,321.05445381135735,4,351.05445381135735,4,Dropping off package to Customer 4,Making Delivery
1,Truck,Truck travels with UAV(s) on board,351.05445381135735,4,411.21228581135733,3,Travel from node 4 to node 3,Traveling
1,Truck,Truck is stationary with UAV(s) on board,411.2122858113574,3,471.2122858113574,3,Launching UAV 2,UAV Launch
1,Truck,Truck is stationary with UAV(s) on board,471.2122858113574,3,501.2122858113574,3,Dropping off package to Customer 3,Making Delivery
1,Truck,Truck travels with no UAVs on board,501.2122858113574,3,631.1176508113574,2,Travel from node 3 to node 2,Traveling
1,Truck,Truck is stationary with no UAVs on board,631.1176508113574,2,661.1176508113574,2,Dropping off package to Customer 2,Making Delivery
1,Truck,Truck is stationary with no UAVs on board,661.1176508113574,2,729.5049167662908,2,Idle for  68 seconds,Idle
1,Truck,Truck is stationary with no UAVs on board,729.5049167662908,2,759.5049167662908,2,Retrieving UAV 2,UAV Recovery
1,Truck,Truck travels with UAV(s) on board,759.5049167662908,2,848.8977157662907,10,Travel from node 2 to node 10,Traveling
1,Truck,Truck is stationary with UAV(s) on board,848.8977157662907,10,878.8977157662907,10,Dropping off package to Customer 10,Making Delivery
1,Truck,Truck travels with UAV(s) on board,878.8977157662907,10,904.4194897662908,1,Travel from node 10 to node 1,Traveling
1,Truck,Truck is stationary with UAV(s) on board,904.4194897662908,1,934.4194897662908,1,Dropping off package to Customer 1,Making Delivery
1,Truck,Truck travels with UAV(s) on board,934.4194897662908,1,971.3747807662908,6,Travel from node 1 to node 6,Traveling
1,Truck,Truck is stationary with UAV(s) on board,971.3747807662908,6,1001.3747807662908,6,Dropping off package to Customer 6,Making Delivery
1,Truck,Truck is stationary with UAV(s) on board,1001.3747807662908,6,1061.3747807662908,6,Launching UAV 2,UAV Launch
1,Truck,Truck is stationary with UAV(s) on board,1001.3747807662908,6,1068.182458149868,6,Idle for  67 seconds before departing,Idle
1,Truck,Truck travels with no UAVs on board,1068.182458149868,6,1225.247982149868,11,Travel from node 6 to node 11,Traveling
1,Truck,Truck is stationary with no UAVs on board,1225.247982149868,11,1255.247982149868,11,Retrieving UAV 2,UAV Recovery
1,Truck,Truck is stationary with no UAVs on board,1255.247982149868,11,-1.0,11,At the Depot.  Total Time = 0:20:55,Vehicle Tasks Complete
2,UAV,UAV is stationary with a parcel,0.0,0,60.0,0,Prepare to launch from truck,UAV Launch
2,UAV,UAV taking off or landing with a parcel,60.0,0,63.695623274363435,0,Takeoff from Depot,Traveling
2,UAV,UAV travels with parcel,63.695623274363435,0,126.4045844169128,9,Fly to UAV customer 9,Traveling
2,UAV,UAV taking off or landing with a parcel,126.40458441691278,9,132.79583096563965,9,Land at UAV customer 9,Traveling
